location,lat,lon
I-70 Golden,39.7252739,-105.1793593
US-36 Boulder,40.00021756,-105.2582354
I-25 Denver,39.739235,-104.99025
I-25 Monument Hill,39.13014009,-104.8640361
Loveland,40.40720668,-104.9931114
Limon,39.26846016,-103.6766538
EJMT,39.678625,-105.9358459
Vail Pass,39.52973071,-106.216308
